gates_id_pre_sanitize,source_id,component_id,centroid_local_xy,centroid_source_xy,longitude,latitude,nearest_named_location,nearest_location_dist_px,country_sea_region_guess,area,vertex_count,rectangularity,neighbor_count,source_terrain_id,source_continent_id,source_is_water,source_ring_vertex_count,screenshot_filename,proposed_action,evidence,confidence,owner_ruling,review_bucket,previous_generic_reason,owner_review_status
e3_0924,925,L002,"[811.72, 1805.11]","[7887.72, 1947.11]",-20.1138,46.5105,Killarney,7.9,other,520.5,61,0.4797,5,4,2,False,61,contact_other.png,keep_as_legitimate_island,"Member of Ireland land component; nearest city Killarney (7.9px); lon/lat -20.1138,46.5105",high,pending,restore_legitimate,"Member of Ireland land component; nearest city Killarney (7.9px); lon/lat -20.1138,46.5105",proposed
e3_0925,926,L002,"[815.73, 1700.92]","[7891.73, 1842.92]",-20.0324,48.5702,Cong,12.9,other,664.0,49,0.6909,4,4,2,False,49,contact_other.png,keep_as_legitimate_island,"Member of Ireland land component; nearest city Cong (12.9px); lon/lat -20.0324,48.5702",high,pending,restore_legitimate,"Member of Ireland land component; nearest city Cong (12.9px); lon/lat -20.0324,48.5702",proposed
e3_0926,927,L002,"[791.8, 1641.6]","[7867.8, 1783.6]",-20.5176,49.7428,Belmullet,14.6,other,1177.0,158,0.5885,5,4,2,False,158,contact_other.png,keep_as_legitimate_island,"Member of Ireland land component; nearest city Belmullet (14.6px); lon/lat -20.5176,49.7428",high,pending,restore_legitimate,"Member of Ireland land component; nearest city Belmullet (14.6px); lon/lat -20.5176,49.7428",proposed
e3_0927,928,L002,"[866.05, 1797.45]","[7942.05, 1939.45]",-19.0126,46.6619,Mallow,16.1,other,740.5,66,0.5803,6,1,2,False,66,contact_other.png,keep_as_legitimate_island,"Member of Ireland land component; nearest city Mallow (16.1px); lon/lat -19.0126,46.6619",high,pending,restore_legitimate,"Member of Ireland land component; nearest city Mallow (16.1px); lon/lat -19.0126,46.6619",proposed
e3_0928,929,L002,"[823.84, 1780.77]","[7899.84, 1922.77]",-19.8682,46.9917,Adare,17.0,other,736.5,79,0.465,6,4,2,False,79,contact_other.png,keep_as_legitimate_island,"Member of Ireland land component; nearest city Adare (17.0px); lon/lat -19.8682,46.9917",high,pending,restore_legitimate,"Member of Ireland land component; nearest city Adare (17.0px); lon/lat -19.8682,46.9917",proposed
e3_0929,930,L002,"[870.93, 1752.5]","[7946.93, 1894.5]",-18.9135,47.5507,Nenagh,7.6,other,1115.0,123,0.4978,8,4,2,False,123,contact_other.png,keep_as_legitimate_island,"Member of Ireland land component; nearest city Nenagh (7.6px); lon/lat -18.9135,47.5507",high,pending,restore_legitimate,"Member of Ireland land component; nearest city Nenagh (7.6px); lon/lat -18.9135,47.5507",proposed
e3_0930,931,L002,"[847.49, 1748.55]","[7923.49, 1890.55]",-19.3887,47.6287,Limerick,8.5,other,921.5,104,0.5851,7,4,2,False,104,contact_other.png,keep_as_legitimate_island,"Member of Ireland land component; nearest city Limerick (8.5px); lon/lat -19.3887,47.6287",high,pending,restore_legitimate,"Member of Ireland land component; nearest city Limerick (8.5px); lon/lat -19.3887,47.6287",proposed
e3_0931,932,L002,"[911.08, 1732.81]","[7987.08, 1874.81]",-18.0997,47.9399,Portlaoise,3.4,other,696.5,62,0.5853,3,1,2,False,62,contact_other.png,keep_as_legitimate_island,"Member of Ireland land component; nearest city Portlaoise (3.4px); lon/lat -18.0997,47.9399",high,pending,restore_legitimate,"Member of Ireland land component; nearest city Portlaoise (3.4px); lon/lat -18.0997,47.9399",proposed
e3_0932,933,L002,"[868.82, 1702.43]","[7944.82, 1844.43]",-18.9564,48.5403,Athlone,11.5,other,1298.5,122,0.3757,6,4,2,False,122,contact_other.png,keep_as_legitimate_island,"Member of Ireland land component; nearest city Athlone (11.5px); lon/lat -18.9564,48.5403",high,pending,restore_legitimate,"Member of Ireland land component; nearest city Athlone (11.5px); lon/lat -18.9564,48.5403",proposed
e3_0933,934,L002,"[844.06, 1706.54]","[7920.06, 1848.54]",-19.4582,48.459,Galway,12.3,other,1119.5,114,0.4065,7,4,2,False,114,contact_other.png,keep_as_legitimate_island,"Member of Ireland land component; nearest city Galway (12.3px); lon/lat -19.4582,48.459",high,pending,restore_legitimate,"Member of Ireland land component; nearest city Galway (12.3px); lon/lat -19.4582,48.459",proposed
e3_0934,935,L002,"[826.0, 1638.79]","[7902.0, 1780.79]",-19.8243,49.7984,Ballina,3.2,other,633.5,80,0.4763,4,4,2,False,80,contact_other.png,keep_as_legitimate_island,"Member of Ireland land component; nearest city Ballina (3.2px); lon/lat -19.8243,49.7984",high,pending,restore_legitimate,"Member of Ireland land component; nearest city Ballina (3.2px); lon/lat -19.8243,49.7984",proposed
e3_0935,936,L002,"[949.56, 1647.97]","[8025.56, 1789.97]",-17.3197,49.6169,Dundalk,7.7,other,730.5,98,0.4058,7,1,2,False,98,contact_other.png,keep_as_legitimate_island,"Member of Ireland land component; nearest city Dundalk (7.7px); lon/lat -17.3197,49.6169",high,pending,restore_legitimate,"Member of Ireland land component; nearest city Dundalk (7.7px); lon/lat -17.3197,49.6169",proposed
e3_0936,937,L002,"[943.14, 1615.68]","[8019.14, 1757.68]",-17.4498,50.2552,Dungannon,9.6,other,463.5,56,0.4682,5,1,2,False,56,contact_other.png,keep_as_legitimate_island,"Member of Ireland land component; nearest city Dungannon (9.6px); lon/lat -17.4498,50.2552",high,pending,restore_legitimate,"Member of Ireland land component; nearest city Dungannon (9.6px); lon/lat -17.4498,50.2552",proposed
e3_0937,938,L002,"[897.09, 1623.3]","[7973.09, 1765.3]",-18.3832,50.1046,Enniskillen,2.3,other,899.0,74,0.4859,4,4,2,False,74,contact_other.png,keep_as_legitimate_island,"Member of Ireland land component; nearest city Enniskillen (2.3px); lon/lat -18.3832,50.1046",high,pending,restore_legitimate,"Member of Ireland land component; nearest city Enniskillen (2.3px); lon/lat -18.3832,50.1046",proposed
e3_0938,939,L002,"[924.68, 1572.99]","[8000.68, 1714.99]",-17.8241,51.0991,Derry,13.6,other,1073.0,81,0.5189,5,1,2,False,81,contact_other.png,keep_as_legitimate_island,"Member of Ireland land component; nearest city Derry (13.6px); lon/lat -17.8241,51.0991",high,pending,restore_legitimate,"Member of Ireland land component; nearest city Derry (13.6px); lon/lat -17.8241,51.0991",proposed
e3_0939,940,L002,"[957.9, 1566.94]","[8033.9, 1708.94]",-17.1508,51.2186,Ballymena,9.9,other,1158.0,86,0.6625,4,1,2,False,86,contact_other.png,keep_as_legitimate_island,"Member of Ireland land component; nearest city Ballymena (9.9px); lon/lat -17.1508,51.2186",high,pending,restore_legitimate,"Member of Ireland land component; nearest city Ballymena (9.9px); lon/lat -17.1508,51.2186",proposed
e3_0940,941,L002,"[878.92, 1663.84]","[7954.92, 1805.84]",-18.7516,49.3031,Roscommon,17.1,other,1205.0,90,0.493,6,4,2,False,90,contact_other.png,keep_as_legitimate_island,"Member of Ireland land component; nearest city Roscommon (17.1px); lon/lat -18.7516,49.3031",high,pending,restore_legitimate,"Member of Ireland land component; nearest city Roscommon (17.1px); lon/lat -18.7516,49.3031",proposed
e3_0941,942,L002,"[918.13, 1642.02]","[7994.13, 1784.02]",-17.9568,49.7345,Cavan,10.7,other,1064.5,114,0.4014,9,1,2,False,114,contact_other.png,keep_as_legitimate_island,"Member of Ireland land component; nearest city Cavan (10.7px); lon/lat -17.9568,49.7345",high,pending,restore_legitimate,"Member of Ireland land component; nearest city Cavan (10.7px); lon/lat -17.9568,49.7345",proposed
e3_0942,943,L002,"[870.03, 1626.51]","[7946.03, 1768.51]",-18.9318,50.0412,Sligo,13.0,other,1015.0,91,0.4394,6,4,2,False,91,contact_other.png,keep_as_legitimate_island,"Member of Ireland land component; nearest city Sligo (13.0px); lon/lat -18.9318,50.0412",high,pending,restore_legitimate,"Member of Ireland land component; nearest city Sligo (13.0px); lon/lat -18.9318,50.0412",proposed
e3_0943,944,L002,"[907.64, 1559.93]","[7983.64, 1701.93]",-18.1695,51.3572,Derry,8.1,other,926.5,118,0.3386,6,4,2,False,118,contact_other.png,keep_as_legitimate_island,"Member of Ireland land component; nearest city Derry (8.1px); lon/lat -18.1695,51.3572",high,pending,restore_legitimate,"Member of Ireland land component; nearest city Derry (8.1px); lon/lat -18.1695,51.3572",proposed
e3_0944,945,L002,"[836.4, 1806.93]","[7912.4, 1948.93]",-19.6135,46.4746,Macroom,11.1,other,924.0,90,0.4889,8,1,2,False,90,contact_other.png,keep_as_legitimate_island,"Member of Ireland land component; nearest city Macroom (11.1px); lon/lat -19.6135,46.4746",high,pending,restore_legitimate,"Member of Ireland land component; nearest city Macroom (11.1px); lon/lat -19.6135,46.4746",proposed
e3_0945,946,L002,"[926.72, 1674.54]","[8002.72, 1816.54]",-17.7828,49.0916,Kells,5.5,other,730.5,74,0.5073,5,1,2,False,74,contact_other.png,keep_as_legitimate_island,"Member of Ireland land component; nearest city Kells (5.5px); lon/lat -17.7828,49.0916",high,pending,restore_legitimate,"Member of Ireland land component; nearest city Kells (5.5px); lon/lat -17.7828,49.0916",proposed
e3_0946,947,L002,"[902.23, 1683.19]","[7978.23, 1825.19]",-18.2792,48.9207,Mullingar,10.3,other,1267.5,102,0.5669,6,4,2,False,102,contact_other.png,keep_as_legitimate_island,"Member of Ireland land component; nearest city Mullingar (10.3px); lon/lat -18.2792,48.9207",high,pending,restore_legitimate,"Member of Ireland land component; nearest city Mullingar (10.3px); lon/lat -18.2792,48.9207",proposed
e3_0947,948,L002,"[826.76, 1727.55]","[7902.76, 1869.55]",-19.8089,48.0438,Doolin,11.3,other,557.0,75,0.4925,4,4,2,False,75,contact_other.png,keep_as_legitimate_island,"Member of Ireland land component; nearest city Doolin (11.3px); lon/lat -19.8089,48.0438",high,pending,restore_legitimate,"Member of Ireland land component; nearest city Doolin (11.3px); lon/lat -19.8089,48.0438",proposed
e3_1431,2266,L002,"[798.98, 1832.96]","[7874.98, 1974.96]",-20.3721,45.96,Bantry,9.1,other,592.5,83,0.3715,6,1,2,False,83,contact_other.png,keep_as_legitimate_island,"Member of Ireland land component; nearest city Bantry (9.1px); lon/lat -20.3721,45.96",high,pending,restore_legitimate,"Member of Ireland land component; nearest city Bantry (9.1px); lon/lat -20.3721,45.96",proposed
e3_1860,3680,L002,"[956.35, 1630.44]","[8032.35, 1772.44]",-17.1821,49.9634,Newry,4.0,other,639.5,57,0.6661,4,1,2,False,57,contact_other.png,keep_as_legitimate_island,"Member of Ireland land component; nearest city Newry (4.0px); lon/lat -17.1821,49.9634",high,pending,restore_legitimate,"Member of Ireland land component; nearest city Newry (4.0px); lon/lat -17.1821,49.9634",proposed
e3_2121,6476,L002,"[965.35, 1734.67]","[8041.35, 1876.67]",-16.9996,47.9031,Arklow,10.7,other,592.5,57,0.529,5,1,2,False,57,contact_other.png,keep_as_legitimate_island,"Member of Ireland land component; nearest city Arklow (10.7px); lon/lat -16.9996,47.9031",high,pending,restore_legitimate,"Member of Ireland land component; nearest city Arklow (10.7px); lon/lat -16.9996,47.9031",proposed
e3_2123,6478,L002,"[787.16, 1791.35]","[7863.16, 1933.35]",-20.6115,46.7825,Tralee,9.9,other,896.5,110,0.4229,4,4,2,False,110,contact_other.png,keep_as_legitimate_island,"Member of Ireland land component; nearest city Tralee (9.9px); lon/lat -20.6115,46.7825",high,pending,restore_legitimate,"Member of Ireland land component; nearest city Tralee (9.9px); lon/lat -20.6115,46.7825",proposed
e3_2124,6479,L002,"[954.94, 1769.24]","[8030.94, 1911.24]",-17.2107,47.2196,Gorey,12.4,other,687.5,66,0.5185,5,1,2,False,66,contact_other.png,keep_as_legitimate_island,"Member of Ireland land component; nearest city Gorey (12.4px); lon/lat -17.2107,47.2196",high,pending,restore_legitimate,"Member of Ireland land component; nearest city Gorey (12.4px); lon/lat -17.2107,47.2196",proposed
e3_2125,6480,L002,"[849.77, 1777.78]","[7925.77, 1919.78]",-19.3425,47.0508,Bruree,5.5,other,718.0,78,0.4199,5,4,2,False,78,contact_other.png,keep_as_legitimate_island,"Member of Ireland land component; nearest city Bruree (5.5px); lon/lat -19.3425,47.0508",high,pending,restore_legitimate,"Member of Ireland land component; nearest city Bruree (5.5px); lon/lat -19.3425,47.0508",proposed
e3_2126,6481,L002,"[879.34, 1813.83]","[7955.34, 1955.83]",-18.7432,46.3382,Midleton,6.0,other,648.5,77,0.4412,5,1,2,False,77,contact_other.png,keep_as_legitimate_island,"Member of Ireland land component; nearest city Midleton (6.0px); lon/lat -18.7432,46.3382",high,pending,restore_legitimate,"Member of Ireland land component; nearest city Midleton (6.0px); lon/lat -18.7432,46.3382",proposed
e3_2127,6482,L002,"[903.9, 1794.75]","[7979.9, 1936.75]",-18.2452,46.7153,Tramore,14.7,other,786.5,73,0.5424,7,1,2,False,73,contact_other.png,keep_as_legitimate_island,"Member of Ireland land component; nearest city Tramore (14.7px); lon/lat -18.2452,46.7153",high,pending,restore_legitimate,"Member of Ireland land component; nearest city Tramore (14.7px); lon/lat -18.2452,46.7153",proposed
e3_2128,6483,L002,"[905.96, 1749.48]","[7981.96, 1891.48]",-18.2034,47.6103,Kilkenny,13.1,other,1165.5,111,0.4351,7,4,2,False,111,contact_other.png,keep_as_legitimate_island,"Member of Ireland land component; nearest city Kilkenny (13.1px); lon/lat -18.2034,47.6103",high,pending,restore_legitimate,"Member of Ireland land component; nearest city Kilkenny (13.1px); lon/lat -18.2034,47.6103",proposed
e3_2129,6484,L002,"[811.28, 1756.35]","[7887.28, 1898.35]",-20.1227,47.4744,Ennis,19.4,other,648.0,93,0.4447,4,4,2,False,93,contact_other.png,keep_as_legitimate_island,"Member of Ireland land component; nearest city Ennis (19.4px); lon/lat -20.1227,47.4744",high,pending,restore_legitimate,"Member of Ireland land component; nearest city Ennis (19.4px); lon/lat -20.1227,47.4744",proposed
e3_2130,6485,L002,"[781.62, 1819.14]","[7857.62, 1961.14]",-20.724,46.2332,Sneem,6.3,other,686.5,76,0.5401,4,4,2,False,76,contact_other.png,keep_as_legitimate_island,"Member of Ireland land component; nearest city Sneem (6.3px); lon/lat -20.724,46.2332",high,pending,restore_legitimate,"Member of Ireland land component; nearest city Sneem (6.3px); lon/lat -20.724,46.2332",proposed
e3_2131,6486,L002,"[794.02, 1685.91]","[7870.02, 1827.91]",-20.4725,48.8669,Cong,22.1,other,1148.0,134,0.4523,4,4,2,False,134,contact_other.png,keep_as_legitimate_island,"Member of Ireland land component; nearest city Cong (22.1px); lon/lat -20.4725,48.8669",high,pending,restore_legitimate,"Member of Ireland land component; nearest city Cong (22.1px); lon/lat -20.4725,48.8669",proposed
e3_2132,6487,L002,"[838.79, 1669.79]","[7914.79, 1811.79]",-19.5651,49.1856,Knock,5.1,other,1212.5,95,0.5979,8,4,2,False,95,contact_other.png,keep_as_legitimate_island,"Member of Ireland land component; nearest city Knock (5.1px); lon/lat -19.5651,49.1856",high,pending,restore_legitimate,"Member of Ireland land component; nearest city Knock (5.1px); lon/lat -19.5651,49.1856",proposed
e3_2133,6488,L002,"[904.19, 1714.51]","[7980.19, 1856.51]",-18.2394,48.3016,Tullamore,3.5,other,776.0,73,0.4663,6,4,2,False,73,contact_other.png,keep_as_legitimate_island,"Member of Ireland land component; nearest city Tullamore (3.5px); lon/lat -18.2394,48.3016",high,pending,restore_legitimate,"Member of Ireland land component; nearest city Tullamore (3.5px); lon/lat -18.2394,48.3016",proposed
e3_2248,6603,L002,"[950.93, 1679.25]","[8026.93, 1821.25]",-17.2919,48.9985,Drogheda,8.7,other,882.0,76,0.514,5,1,2,False,76,contact_other.png,keep_as_legitimate_island,"Member of Ireland land component; nearest city Drogheda (8.7px); lon/lat -17.2919,48.9985",high,pending,restore_legitimate,"Member of Ireland land component; nearest city Drogheda (8.7px); lon/lat -17.2919,48.9985",proposed
e3_2249,6604,L002,"[903.68, 1604.15]","[7979.68, 1746.15]",-18.2498,50.483,Dromore,3.3,other,680.0,71,0.4376,6,4,2,False,71,contact_other.png,keep_as_legitimate_island,"Member of Ireland land component; nearest city Dromore (3.3px); lon/lat -18.2498,50.483",high,pending,restore_legitimate,"Member of Ireland land component; nearest city Dromore (3.3px); lon/lat -18.2498,50.483",proposed
e3_2250,6605,L002,"[885.82, 1557.82]","[7961.82, 1699.82]",-18.6118,51.3989,Milford,8.3,other,749.5,105,0.5205,3,4,2,False,105,contact_other.png,keep_as_legitimate_island,"Member of Ireland land component; nearest city Milford (8.3px); lon/lat -18.6118,51.3989",high,pending,restore_legitimate,"Member of Ireland land component; nearest city Milford (8.3px); lon/lat -18.6118,51.3989",proposed
e3_2312,6670,L002,"[934.22, 1598.14]","[8010.22, 1740.14]",-17.6306,50.6019,Dungannon,10.1,other,832.0,72,0.5283,5,1,2,False,72,contact_other.png,keep_as_legitimate_island,"Member of Ireland land component; nearest city Dungannon (10.1px); lon/lat -17.6306,50.6019",high,pending,restore_legitimate,"Member of Ireland land component; nearest city Dungannon (10.1px); lon/lat -17.6306,50.6019",proposed
e3_2313,6671,L002,"[976.58, 1583.58]","[8052.58, 1725.58]",-16.772,50.8897,Ballyclare,1.5,other,668.5,79,0.4642,3,1,2,False,79,contact_other.png,keep_as_legitimate_island,"Member of Ireland land component; nearest city Ballyclare (1.5px); lon/lat -16.772,50.8897",high,pending,restore_legitimate,"Member of Ireland land component; nearest city Ballyclare (1.5px); lon/lat -16.772,50.8897",proposed
e3_3359,12153,L002,"[835.88, 1838.0]","[7911.88, 1980.0]",-19.6241,45.8605,Clonakilty,3.2,other,475.5,50,0.6532,5,1,2,False,50,contact_other.png,keep_as_legitimate_island,"Member of Ireland land component; nearest city Clonakilty (3.2px); lon/lat -19.6241,45.8605",high,pending,restore_legitimate,"Member of Ireland land component; nearest city Clonakilty (3.2px); lon/lat -19.6241,45.8605",proposed
e3_0949,950,L003,"[162.61, 635.07]","[7238.61, 777.07]",-33.2714,69.6393,Hólmavík,48.9,atlantic_iceland_approaches,8377.0,847,0.463,3,5,2,False,847,contact_atlantic_iceland_approaches.png,keep_as_legitimate_land,"No proven defect; nearest Hólmavík 48.9px lon/lat -33.2714,69.6393",medium,pending,restore_legitimate,"No proven defect; nearest Hólmavík 48.9px lon/lat -33.2714,69.6393",proposed
e3_0950,951,L003,"[195.68, 800.85]","[7271.68, 942.85]",-32.6011,66.3623,Reykjavík,15.9,atlantic_iceland_approaches,1678.0,131,0.5993,4,5,2,False,131,contact_atlantic_iceland_approaches.png,keep_as_legitimate_land,"No proven defect; nearest Reykjavík 15.9px lon/lat -32.6011,66.3623",medium,pending,restore_legitimate,"No proven defect; nearest Reykjavík 15.9px lon/lat -32.6011,66.3623",proposed
e3_0951,952,L003,"[176.27, 717.23]","[7252.27, 859.23]",-32.9946,68.0152,Grundarfjörður,37.3,atlantic_iceland_approaches,4025.5,332,0.3482,6,5,2,False,332,contact_atlantic_iceland_approaches.png,keep_as_legitimate_land,"No proven defect; nearest Grundarfjörður 37.3px lon/lat -32.9946,68.0152",medium,pending,restore_legitimate,"No proven defect; nearest Grundarfjörður 37.3px lon/lat -32.9946,68.0152",proposed
e3_0952,953,L003,"[345.38, 827.17]","[7421.38, 969.17]",-29.5667,65.8419,Vik,18.1,atlantic_iceland_approaches,1881.0,104,0.5296,5,5,2,False,104,contact_atlantic_iceland_approaches.png,keep_as_legitimate_land,"No proven defect; nearest Vik 18.1px lon/lat -29.5667,65.8419",medium,pending,restore_legitimate,"No proven defect; nearest Vik 18.1px lon/lat -29.5667,65.8419",proposed
e3_0953,954,L003,"[395.99, 805.05]","[7471.99, 947.05]",-28.5408,66.2792,Kalfafell,8.3,atlantic_iceland_approaches,3466.5,168,0.5534,4,11,2,False,168,contact_atlantic_iceland_approaches.png,keep_as_legitimate_land,"No proven defect; nearest Kalfafell 8.3px lon/lat -28.5408,66.2792",medium,pending,restore_legitimate,"No proven defect; nearest Kalfafell 8.3px lon/lat -28.5408,66.2792",proposed
e3_0954,955,L003,"[464.65, 778.9]","[7540.65, 920.9]",-27.149,66.7962,Fagurhólsmýri,27.5,atlantic_iceland_approaches,4783.0,261,0.5451,5,11,2,False,261,contact_atlantic_iceland_approaches.png,keep_as_legitimate_land,"No proven defect; nearest Fagurhólsmýri 27.5px lon/lat -27.149,66.7962",medium,pending,restore_legitimate,"No proven defect; nearest Fagurhólsmýri 27.5px lon/lat -27.149,66.7962",proposed
e3_0955,956,L003,"[538.52, 748.03]","[7614.52, 890.03]",-25.6516,67.4064,Höfn,26.7,atlantic_iceland_approaches,3811.0,316,0.4442,5,11,2,False,316,contact_atlantic_iceland_approaches.png,keep_as_legitimate_land,"No proven defect; nearest Höfn 26.7px lon/lat -25.6516,67.4064",medium,pending,restore_legitimate,"No proven defect; nearest Höfn 26.7px lon/lat -25.6516,67.4064",proposed
e3_0956,957,L003,"[587.56, 697.02]","[7663.56, 839.02]",-24.6576,68.4148,Egilsstaðir,18.9,atlantic_iceland_approaches,3238.5,263,0.5611,3,11,2,False,263,contact_atlantic_iceland_approaches.png,keep_as_legitimate_land,"No proven defect; nearest Egilsstaðir 18.9px lon/lat -24.6576,68.4148",medium,pending,restore_legitimate,"No proven defect; nearest Egilsstaðir 18.9px lon/lat -24.6576,68.4148",proposed
e3_0957,958,L003,"[455.94, 689.97]","[7531.94, 831.97]",-27.3255,68.5541,Reykjahlíð,38.0,atlantic_iceland_approaches,9494.5,328,0.4895,8,11,2,False,328,contact_atlantic_iceland_approaches.png,keep_as_legitimate_land,"No proven defect; nearest Reykjahlíð 38.0px lon/lat -27.3255,68.5541",medium,pending,restore_legitimate,"No proven defect; nearest Reykjahlíð 38.0px lon/lat -27.3255,68.5541",proposed
e3_0958,959,L003,"[298.61, 760.88]","[7374.61, 902.88]",-30.5147,67.1524,Reykholt,23.6,atlantic_iceland_approaches,3634.0,159,0.4979,6,5,2,False,159,contact_atlantic_iceland_approaches.png,keep_as_legitimate_land,"No proven defect; nearest Reykholt 23.6px lon/lat -30.5147,67.1524",medium,pending,restore_legitimate,"No proven defect; nearest Reykholt 23.6px lon/lat -30.5147,67.1524",proposed
e3_0959,960,L003,"[358.4, 768.65]","[7434.4, 910.65]",-29.3026,66.9988,Hruni,54.6,atlantic_iceland_approaches,6300.5,215,0.5326,7,11,2,False,215,contact_atlantic_iceland_approaches.png,keep_as_legitimate_land,"No proven defect; nearest Hruni 54.6px lon/lat -29.3026,66.9988",medium,pending,restore_legitimate,"No proven defect; nearest Hruni 54.6px lon/lat -29.3026,66.9988",proposed
e3_0960,961,L003,"[250.76, 730.3]","[7326.76, 872.3]",-31.4845,67.7568,Reykholt,21.1,atlantic_iceland_approaches,2890.5,135,0.4556,4,5,2,False,135,contact_atlantic_iceland_approaches.png,keep_as_legitimate_land,"No proven defect; nearest Reykholt 21.1px lon/lat -31.4845,67.7568",medium,pending,restore_legitimate,"No proven defect; nearest Reykholt 21.1px lon/lat -31.4845,67.7568",proposed
e3_0961,962,L003,"[458.13, 622.85]","[7534.13, 764.85]",-27.2811,69.8808,Reykjahlíð,32.1,atlantic_iceland_approaches,4802.0,241,0.4455,3,11,2,False,241,contact_atlantic_iceland_approaches.png,keep_as_legitimate_land,"No proven defect; nearest Reykjahlíð 32.1px lon/lat -27.2811,69.8808",medium,pending,restore_legitimate,"No proven defect; nearest Reykjahlíð 32.1px lon/lat -27.2811,69.8808",proposed
e3_0962,963,L003,"[375.97, 644.53]","[7451.97, 786.53]",-28.9465,69.4522,Akureyri,12.4,atlantic_iceland_approaches,6896.5,329,0.5864,3,11,2,False,329,contact_atlantic_iceland_approaches.png,keep_as_legitimate_land,"No proven defect; nearest Akureyri 12.4px lon/lat -28.9465,69.4522",medium,pending,restore_legitimate,"No proven defect; nearest Akureyri 12.4px lon/lat -28.9465,69.4522",proposed
e3_0963,964,L003,"[295.89, 674.33]","[7371.89, 816.33]",-30.5699,68.8632,Víðidalstunga,28.4,atlantic_iceland_approaches,9216.0,323,0.5112,7,11,2,False,323,contact_atlantic_iceland_approaches.png,keep_as_legitimate_land,"No proven defect; nearest Víðidalstunga 28.4px lon/lat -30.5699,68.8632",medium,pending,restore_legitimate,"No proven defect; nearest Víðidalstunga 28.4px lon/lat -30.5699,68.8632",proposed
e3_2374,6847,L003,"[224.76, 764.55]","[7300.76, 906.55]",-32.0116,67.0798,Reykholt,25.6,atlantic_iceland_approaches,1963.5,160,0.4803,6,5,2,False,160,contact_atlantic_iceland_approaches.png,keep_as_legitimate_land,"No proven defect; nearest Reykholt 25.6px lon/lat -32.0116,67.0798",medium,pending,restore_legitimate,"No proven defect; nearest Reykholt 25.6px lon/lat -32.0116,67.0798",proposed
e3_2375,6848,L003,"[255.82, 797.32]","[7331.82, 939.32]",-31.382,66.4321,Selfoss,11.3,atlantic_iceland_approaches,917.5,85,0.5137,5,5,2,False,85,contact_atlantic_iceland_approaches.png,keep_as_legitimate_land,"No proven defect; nearest Selfoss 11.3px lon/lat -31.382,66.4321",medium,pending,restore_legitimate,"No proven defect; nearest Selfoss 11.3px lon/lat -31.382,66.4321",proposed
e3_2376,6849,L003,"[287.69, 817.01]","[7363.69, 959.01]",-30.736,66.0428,Hella,13.1,atlantic_iceland_approaches,1909.0,104,0.6239,5,5,2,False,104,contact_atlantic_iceland_approaches.png,keep_as_legitimate_land,"No proven defect; nearest Hella 13.1px lon/lat -30.736,66.0428",medium,pending,restore_legitimate,"No proven defect; nearest Hella 13.1px lon/lat -30.736,66.0428",proposed
e3_2377,6850,L003,"[526.64, 619.34]","[7602.64, 761.34]",-25.8925,69.9502,Bakkafjörður,19.7,atlantic_iceland_approaches,2743.5,206,0.4753,3,11,2,False,206,contact_atlantic_iceland_approaches.png,keep_as_legitimate_land,"No proven defect; nearest Bakkafjörður 19.7px lon/lat -25.8925,69.9502",medium,pending,restore_legitimate,"No proven defect; nearest Bakkafjörður 19.7px lon/lat -25.8925,69.9502",proposed
e3_2378,6851,L003,"[539.28, 674.27]","[7615.28, 816.27]",-25.6362,68.8645,Hof,20.3,atlantic_iceland_approaches,2748.5,145,0.5408,4,11,2,False,145,contact_atlantic_iceland_approaches.png,keep_as_legitimate_land,"No proven defect; nearest Hof 20.3px lon/lat -25.6362,68.8645",medium,pending,restore_legitimate,"No proven defect; nearest Hof 20.3px lon/lat -25.6362,68.8645",proposed
e3_0116,116,L004,"[2003.63, 2842.97]","[9079.63, 2984.97]",4.0465,25.9947,Syracuse,6.7,other,787.5,78,0.5114,5,8,2,False,78,contact_other.png,keep_as_legitimate_land,"No proven defect; nearest Syracuse 6.7px lon/lat 4.0465,25.9947",medium,pending,restore_legitimate,"No proven defect; nearest Syracuse 6.7px lon/lat 4.0465,25.9947",proposed
e3_0117,117,L004,"[1984.69, 2848.79]","[9060.69, 2990.79]",3.6626,25.8797,Ragusa,0.9,other,701.5,58,0.6202,4,8,2,False,58,contact_other.png,keep_as_legitimate_land,"No proven defect; nearest Ragusa 0.9px lon/lat 3.6626,25.8797",medium,pending,restore_legitimate,"No proven defect; nearest Ragusa 0.9px lon/lat 3.6626,25.8797",proposed
e3_0118,118,L004,"[1937.29, 2828.73]","[9013.29, 2970.73]",2.7018,26.2763,Agrigento,9.5,other,396.5,52,0.5697,4,1,2,False,52,contact_other.png,keep_as_legitimate_land,"No proven defect; nearest Agrigento 9.5px lon/lat 2.7018,26.2763",medium,pending,restore_legitimate,"No proven defect; nearest Agrigento 9.5px lon/lat 2.7018,26.2763",proposed
e3_0119,119,L004,"[1919.91, 2785.61]","[8995.91, 2927.61]",2.3495,27.1287,Palermo,7.2,other,888.0,87,0.5481,6,1,2,False,87,contact_other.png,keep_as_legitimate_land,"No proven defect; nearest Palermo 7.2px lon/lat 2.3495,27.1287",medium,pending,restore_legitimate,"No proven defect; nearest Palermo 7.2px lon/lat 2.3495,27.1287",proposed
